Número do Termo;Nome da Organização;Nome do Projeto;Tipo de Termo;Portaria que Rege;CNPJ da OSC;Data de Início;Data de Encerramento;Vigência em Meses;Total do Projeto;Valor Repassado;Conta Específica Prevista;É transição?;Processo SEI de Celebração;Processo SEI de Prestação de Contas;Endereço do Projeto;SEI do Plano de Trabalho;SEI do Orçamento Anual;Tem contrapartida?
TFM/015/2020/SMDHC/CPPSR;Centro de Convivência É de Lei;Ações Para População em Estado de Vulnerabilidade Social do Centro de São Paulo Durante Pandemia de COVID-19;Fomento;;4,89358E+12;21/07/2020;20/10/2020;3;195000;195000;;;6,0742E+15;6,0742E+15;;;;
TFM/014/2020/SMDHC/CPCA;AMHD: Associação Maria Helen Drexel;INOVARE;Fomento;;4,40062E+13;27/07/2020;26/07/2021;12;101329,2;101329,2;;;6,0742E+15;6,0742E+15;;;;
TFM/030/2020/SMDHC/CPLGBTI;Casarão Brasil - Associação LGBTI;Cozinhando pela Vida;Fomento;;1,00135E+13;29/09/2020;20/12/2020;3;60000;60000;;;6,0742E+15;6,0742E+15;;;;
TFM/036/2020/SMDHC/CPJ;Instituto Abammy - Associação Beneficente de Atendimento ao Menor, às Mulheres e Idosos em Situação de Vulnerabilidade;Fórum Internacional de Cidadania na Dança;Fomento;;2,09776E+12;09/10/2020;08/11/2020;1;240000;240000;;;6,0742E+15;6,0742E+15;;;;
TFM/035/2020/SMDHC/CPJ;Associação Beneficente Toque de Esperança;All Favela - Arte e Cidadania;Fomento;;1,33708E+13;12/10/2020;15/11/2020;1;120000;120000;;;6,0742E+15;6,0742E+15;;;;
TFM/039/2020/SMDHC/DEDH;Instituto de Educação e Direitos Humanos Paulo Freire;Curso de formação para Conselhos de Escola, CRECEs e Grêmios Estudantis como espaços de promoção da Democracia e dos Direitos Humanos;Fomento;;4,9506E+12;16/10/2020;17/03/2021;5;78278,4;78278,4;;;6,0742E+15;6,0742E+15;;;;
TFM/038/2020/SMDHC/CPPSR;Associação Rede Rua;Apoio Emergencial para a População em Situação de Rua;Fomento;;3,22154E+12;20/10/2020;19/11/2020;1;150000;150000;;;6,0742E+15;6,0742E+15;;;;
TFM/041/2020/SMDHC/CPIR;Associação Cultural Brasileira Kehilat Israel;Holocausto: Memória e Transmissão;Fomento;;6,3019E+13;20/10/2020;10/05/2021;7;150000;150000;;;6,0742E+15;6,0742E+15;;;;
TFM/034/2020/SMDHC/CPPSR;Centro de Convivência É de Lei;Ações Sociais no Teatro de Contêiner Mungunzá;Fomento;;4,89358E+12;29/10/2020;28/01/2021;3;100000;100000;;;6,0742E+15;6,0742E+15;;;;
TFM/048/2020/SMDHC/CPM;IBRASCE: Instituto Brasileiro Social, Cultura e Esportivo;Casa Anastácia´s;Fomento;;2,63827E+13;03/11/2020;04/05/2021;6;300000;300000;;;6,0742E+15;6,0742E+15;;;;
TFM/049/2020/SMDHC/CPM;Instituto Hera Artemisul / Casa da Mulher Paulistana;Fios de Berenice;Fomento;;3,39452E+13;06/11/2020;07/05/2021;6;193243;193243;;;6,0742E+15;6,0742E+15;;;;
TFM/050/2020/SMDHC/CPPSR;Iniciativa Negra por uma Nova Política de Drogas;Egressos, Situação Prisional e COVID 19;Fomento;;3,21649E+13;09/11/2020;10/05/2021;6;130000;130000;;;6,0742E+15;6,0742E+15;;;;
TFM/054/2020/SMDHC/CPLGBTI;CEDEC: Centro de Estudos de Cultura Contemporânea;Mapeamento das Pessoas Trans no Município de São Paulo Fase 2;Fomento;;4,86083E+13;17/11/2020;23/05/2021;6;159580;159580;;;6,0742E+15;6,0742E+15;;;;
TFM/055/2020/SMDHC/DEDH;Intermuseus;Caminhando em seus sapatos;Fomento;;1,33831E+13;18/11/2020;17/02/2021;3;124189;124189;;;6,0742E+15;6,0742E+15;;;;
TFM/021/2020/SMDHC/CPM;Organização Social Educar-te;Brinquedo de Pano;Fomento;;4,07275E+12;24/11/2020;25/05/2021;6;29160;29160;;;6,0742E+15;6,0742E+15;;;;
TFM/059/2020/SMDHC/CPLGBTI;ISPIS: Instituto Sincronicidade para a Interação Social;Projeto Simplifica Trans;Fomento;;4,84537E+12;24/11/2020;25/05/2021;6;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/065/2020/SMDHC/CPLGBTI;Casarão Brasil - Associação LGBTI;Curso Básico de Panificação;Fomento;;1,00135E+13;30/11/2020;30/12/2020;1;30000;30000;;;6,0742E+15;6,0742E+15;;;;
TFM/062/2020/SMDHC/CPLGBTI;Casarão Brasil - Associação LGBTI;Aquisição de bens móveis e equipamentos de EPI´s para o Centro de Cidadania LGBTI Cláudia Wonder ;Fomento;;1,00135E+13;30/11/2020;29/01/2021;2;40000;40000;;;6,0742E+15;6,0742E+15;;;;
TFM/042/2020/SMDHC/CPCA;IOK: Instituto Olga Kos de Inclusão Social;III Jornada Olga Kos - Inclusão da Pessoa com Deficiência Intelectual - ON LINE;Fomento;;8,74568E+12;01/12/2020;15/04/2021;5;150000;150000;;;6,0742E+15;6,0742E+15;;;;
TFM/057/2020/SMDHC/DEDH;Instituto Vladimir Herzog;Territórios da Memória - Pirituba;Fomento;;1,11509E+13;03/12/2020;02/12/2021;12;210000;210000;;;6,0742E+15;6,0742E+15;;;;
TFM/058/2020/SMDHC/DEDH;Instituto Vladimir Herzog;Publicação do livro Vala de Perus: uma biografia;Fomento;;1,11509E+13;03/12/2020;04/05/2021;5;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/053/2020/SMDHC/CPJ;IOK: Instituto Olga Kos de Inclusão Social;Entre Cores;Fomento;;8,74568E+12;07/12/2020;07/06/2021;6;200000;200000;;;6,0742E+15;6,0742E+15;;;;
TFM/052/2020/SMDHC/CPPSR;OAF: Organização Auxílio Fraterno;Perguntar é Preciso - Desafios e Alternativas de Acolhimento em Tempos de Pandemia;Fomento;;6,09078E+13;10/12/2020;10/10/2021;10;120000;120000;;;6,0742E+15;6,0742E+15;;;;
TFM/069/2020/SMDHC/CPPI;Centro de Promoção Humana Lar Vincentino;Suplantando a Crise;Fomento;;4,89567E+13;15/12/2020;15/04/2021;4;200000;200000;;;6,0742E+15;6,0742E+15;;;;
TFM/068/2020/SMDHC/CPPSR;Instituto BECEI;POT PopRua;Fomento;;1,96313E+13;16/12/2020;16/06/2021;6;235000;235000;;;6,0742E+15;6,0742E+15;;;;
TFM/074/2020/SMDHC/CPIR;Instituto Akhanda de Integração Social, Educação, Cultura e Desenvolvimento Humano;Construindo Pontes;Fomento;;1,3986E+13;16/12/2020;15/12/2021;12;90000;90000;;;6,0742E+15;6,0742E+15;;;;
TFM/071/2020/SMDHC/CPJ;Instituto Ser Mais;Ser mais Digital;Fomento;;8,69887E+12;16/12/2020;16/04/2021;4;500000;500000;;;6,0742E+15;6,0742E+15;;;;
TFM/067/2020/SMDHC/CPCA;Associação Fazendo História;Suporte Técnico Conselho Tutelar;Fomento;;7,32504E+12;17/12/2020;17/06/2021;6;65000;65000;;;6,0742E+15;6,0742E+15;;;;
TFM/064/2020/SMDHC/CPM;Associação São Pio de Pietrelcina e João Paulo II;O Despertar Da Consciência - Projeto Teatral em Prol a Orientação e Prevenção a Alienação Parental;Fomento;;1,17619E+13;18/12/2020;17/01/2021;1;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/076/2020/SMDHC/CPPI;NUA: Instituto Nova União da Arte;Arte e Convivência para Idosos;Fomento;;7,67692E+12;21/12/2020;22/03/2021;3;80000;80000;;;6,0742E+15;6,0742E+15;;;;
TFM/079/2020/SMDHC/CPM;INPES: Instituto de Pesquisa ao Ensino Superior do Estado de São Paulo;Movimento Contra Violência Doméstica;Fomento;;1,54007E+13;21/12/2020;19/02/2021;2;70000;70000;;;6,0742E+15;6,0742E+15;;;;
TFM/075/2020/SMDHC/CPCA;CCLP: Centro para Crianças e Adolescentes Ludovico Pavoni;Oficina VVP;Fomento;;3,60085E+12;21/12/2020;21/04/2021;4;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/070/2020/SMDHC/CPIPTD;Instituto BECEI;Confecção e Distribuição de Máscara de Proteção Individual;Fomento;;1,96313E+13;21/12/2020;21/07/2021;7;80000;80000;;;6,0742E+15;6,0742E+15;;;;
TFM/081/2020/SMDHC/CPIPTD;Instituto BECEI;Formação de equipe de refugiados e imigrantes com qualificação em serigrafia e customização visando inclusão produtiva diante da pandemia do covid - 19;Fomento;;1,96313E+13;21/12/2020;21/06/2021;6;60000;60000;;;6,0742E+15;6,0742E+15;;;;
TFM/073/2020/SMDHC/CPD;Entidade de Promoção e Assistência Social Espaço Aberto;Entidade de Promoção e Assistência Social Espaço Aberto;Fomento;;1,52575E+12;21/12/2020;22/05/2021;5;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/077/2020/SMDHC/CPM;Associação Mulheres pela Paz;Implantação de Plataforma E-Learning na Luta Contra a Violência de Gênero e pela Paz;Fomento;;9,54804E+12;21/12/2020;20/12/2021;12;100000;100000;;;6,0742E+15;6,0742E+15;;;;
TFM/078/2020/SMDHC/CPPSR;Instituto BECEI;Projeto Estampando;Fomento;;1,96313E+13;21/12/2020;10/02/2022;14;130000;130000;;;6,0742E+15;6,0742E+15;;;;
TFM/080/2020/SMDHC/CPCA;Instituto Projeto Sonhar;Projeto Sonhar Família - Proteção Social no Domicílio;Fomento;;1,96163E+13;22/12/2020;21/12/2021;12;273000;273000;;;6,0742E+15;6,0742E+15;;;;
TFM/083/2020/SMDHC/DEDH;Cáritas Brasileira - Regional São Paulo;Remontagem da Exposição Biográfica Dom Paulo Evaristo Arns;Fomento;;3,36544E+13;22/12/2020;22/06/2021;6;190000;190000;;;6,0742E+15;6,0742E+15;;;;
TFM/084/2020/SMDHC/CPM;Iniciativa Negra por uma Nova Política de Drogas;Curso Cidade das Mulheres;Fomento;;3,21649E+13;22/12/2020;23/05/2021;5;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/082/2020/SMDHC/CPJ;Instituto Global Attitude;MONUEM-ERESP;Fomento;;1,5083E+13;23/12/2020;23/06/2021;6;100162,6;100162,6;;;6,0742E+15;6,0742E+15;;;;
TFM/072/2020/SMDHC/CPPSR;Clube de Mães do Brasil;Ações para o projeto PROBANHO;Fomento;;7,34909E+13;30/12/2020;30/04/2021;4;66158,88;66158,88;;;6,0742E+15;6,0742E+15;;;;
TFM/032/2020/SMDHC/CPM;Organização Social Educar-te;Trançadeiras Empreendedoras;Fomento;;4,07275E+12;05/01/2021;04/07/2021;6;37670;37670;;;6,0742E+15;6,0742E+15;;;;
TFM/026/2021/SMDHC/CPCA;IOK: Instituto Olga Kos de Inclusão Social;Tatame - Artes Marciais para Todos;Fomento;;8,74568E+12;01/09/2021;02/05/2022;8;250000;250000;;;6,0742E+15;6,0742E+15;;;;
TFM/032/2021/SMDHC/DEDH;Instituto de Educação e Direitos Humanos Paulo Freire;Curso de Educação a Distância - Participar para Transformar: Conselhos de Escola, Crece e Grêmios Estudantis como Espaços de Promoção da Democracia e dos Direitos Humanos;Fomento;;4,9506E+12;08/09/2021;09/03/2022;6;90000;90000;;;6,0742E+15;6,0742E+15;;;;
TFM/033/2021/SMDHC/CPJ;Instituto Movimento ao Esporte, Lazer e Cultura;Prêmio Jovem Brasileiro 20ª Edição;Fomento;;1,07117E+13;09/09/2021;08/01/2022;4;300000;300000;;;6,0742E+15;6,0742E+15;;;;
TFM/061/2021/SMDHC/DEDH;Instituto Casa da Cidade;Jornadas do Direito à Cidade;Fomento;;2,20279E+13;26/09/2021;25/01/2022;4;150000;150000;;;6,0742E+15;6,0742E+15;;;;
TFM/049/2021/SMDHC/CPPSR;Associação Cidade Escola Aprendiz;Quando Estamos em Casa;Fomento;;3,07438E+12;20/10/2021;20/07/2022;9;105000;105000;;;6,0742E+15;6,0742E+15;;;;
TFM/051/2021/SMDHC/CPM;Instituto Hera Artemisul / Casa da Mulher Paulistana;Projeto Fios de Berenice;Fomento;;3,39452E+13;12/11/2021;13/05/2022;6;193243;193243;;;6,0742E+15;6,0742E+15;;;;
TFM/052/2021/SMDHC/DEDH;Instituto Vladimir Herzog;Mulheres que Lutam por Memória, Verdade e Justiça Ontem e Hoje;Fomento;;1,11509E+13;17/11/2021;17/06/2022;7;30000;30000;;;6,0742E+15;6,0742E+15;;;;
TFM/058/2021/SMDHC/CPCA;IOK: Instituto Olga Kos de Inclusão Social;Biografias em Cena;Fomento;;8,74568E+12;24/11/2021;24/09/2022;10;250000;30000;;;6,0742E+15;6,0742E+15;;;;
TFM/059/2021/SMDHC/DEDH;Instituto de Educação e Direitos Humanos Paulo Freire;Curso de Educação a Distância - Centenário de Paulo Freire;Fomento;;4,9506E+12;26/11/2021;27/05/2022;6;75000;75000;;;6,0742E+15;6,0742E+15;;;;
TFM/060/2021/SMDHC/CPJ;Instituto Global Attitude;MONUEM-ERESP;Fomento;;1,5083E+13;29/11/2021;26/07/2022;8;150000;150000;;;6,0742E+15;6,0742E+15;;;;
TFM/062/2021/SMDHC/CPPSR;Centro de Convivência É de Lei;Ações Sociais no Teatro de Contêiner Mungunzá;Fomento;;4,89358E+12;02/12/2021;03/03/2022;3;160000;160000;;;6,0742E+15;6,0742E+15;;;;
TFM/069/2021/SMDHC/CPJ;SOMAR - Associação Solidariedade em Marcha;SouMais;Fomento;;8,00871E+12;28/12/2021;27/12/2022;12;52920;52920;;;6,0742E+15;6,0742E+15;;;;
TFM/071/2021/SMDHC/CPJ;Instituto Besouro de Fomento Social e Pesquisa;Dona do Meu Trampo;Fomento;;7,10544E+12;28/12/2021;28/08/2022;8;99999,4;99999,4;;;6,0742E+15;6,0742E+15;;;;
TFM/072/2021/SMDHC/CPIR;Associação Cultural Recreativa Esportiva Bloco do Beco;Escute as Mães de Maio;Fomento;;6,04242E+12;28/12/2021;28/08/2022;8;80000;80000;;;6,0742E+15;6,0742E+15;;;;
TFM/073/2021/SMDHC/CPPSR;Clube de Mães do Brasil;Ações para o PRObanho;Fomento;;7,34909E+13;28/12/2021;28/06/2022;6;106020;106020;;;6,0742E+15;6,0742E+15;;;;
TFM/074/2021/SMDHC/CPIPTD;Associação Refúgio 343;Escola Refúgio - Oferta de Cursos de Capacitação Técnica e Educacional para Refugiados;Fomento;;3,56355E+13;29/12/2021;29/07/2022;7;77132;77132;;;6,0742E+15;6,0742E+15;;;;
TFM/075/2021/SMDHC/CPM;Aldeia do Futuro;Campanha de Prevenção e Enfrentamento a Violência contra a Mulher na Mídia Imprensa;Fomento;;7,41371E+13;30/12/2021;30/04/2022;4;500000;500000;;;6,0742E+15;6,0742E+15;;;;
TFM/076/2021/SMDHC/CPPSR;Centro de Convivência É de Lei;Ações de Cuidado e Educação em Direitos Humanos;Fomento;;4,89358E+12;29/12/2021;29/10/2022;10;200000;200000;;;6,0742E+15;6,0742E+15;;;;
TFM/077/2021/SMDHC/CPPSR;MEPSRSP: Movimento Estadual da População em Situação de Rua de São Paulo;Cozinha Escola Solidária;Fomento;;1,2644E+13;28/12/2021;28/07/2022;7;1000000;1000000;;;6,0742E+15;6,0742E+15;;;;
TFM/078/2021/SMDHC/CPCA;AEB: Associação Evangélica Beneficente;AEB Criar e Tocar;Fomento;;6,17059E+13;28/12/2021;27/12/2022;12;100000;100000;;;6,0742E+15;6,0742E+15;;;;
TFM/079/2021/SMDHC/DEDH;Peabiru Trabalhos Comunitários e Ambientais;Assessoria Técnica para Regularização dos Serviços Essenciais e Melhorias Habitacionais em Ocupações Verticais no Centro de São Paulo;Fomento;;7,19289E+13;29/12/2021;29/06/2022;6;168320;168320;;;6,0742E+15;6,0742E+15;;;;
TFM/080/2021/SMDHC/CPPSR;Associação Rede Rua;Natal Solidário de Luz - VACINAR, COMER e LUTAR POR DIGNIDADE;Fomento;;3,22154E+12;29/12/2021;19/04/2022;4;170000;170000;;;6,0742E+15;6,0742E+15;;;;
TFM/082/2021/SMDHC/DEDH;Associação A Cidade Precisa de Você;Intervenção Praça Marielle;Fomento;;2,2636E+13;30/12/2021;30/06/2022;6;90000;90000;;;6,0742E+15;6,0742E+15;;;;
TFM/083/2021/SMDHC/DEDH;Instituto Museu da Pessoa;Cotidianos Invisíveis da Ditadura;Fomento;;5,21019E+12;30/12/2021;31/05/2022;5;130000;130000;;;6,0742E+15;6,0742E+15;;;;
TFM/051/2022/SMDHC/CPCA;IOK: Instituto Olga Kos de Inclusão Social;Projeto KARATE - CIDADANIA EM MOVIMENTO;Fomento;;8,74568E+12;29/08/2022;25/06/2023;10;250000;250000;;;6,0742E+15;6,0742E+15;;;;
TFM/050/2022/SMDHC/CPCA;IOK: Instituto Olga Kos de Inclusão Social;Na Ponta do Lápis;Fomento;;8,74568E+12;01/09/2022;30/06/2023;10;300000;300000;;;6,0742E+15;6,0742E+15;;;;
TFM/059/2022/SMDHC/CPLGBTI;OSIP: Organização Social Identidade Periférica;Apoio ás Paradas LGBTQIA+ Periféricas;Fomento;;2,87358E+13;08/09/2022;07/11/2022;2;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/060/2022/SMDHC/CPCA;Aldeia do Futuro;Campanha de Combate a Erradicação ao Trabalho Infantil;Fomento;;7,41371E+13;15/09/2022;14/03/2023;6;600000;600000;;;6,0742E+15;6,0742E+15;;;;
TFM/064/2022/SMDHC/CPJ;Instituto Movimento ao Esporte, Lazer e Cultura;Prêmio Jovem Brasileiro - 21º Edição;Fomento;;1,07117E+13;22/09/2022;21/11/2022;2;387863,3;387863,3;;;6,0742E+15;6,0742E+15;;;;
TFM/061/2021/SMDHC/CPM;Instituto Hera Artemisul / Casa da Mulher Paulistana;Liberta - Me - Beleza que Empodera;Fomento;;3,39452E+13;01/10/2022;30/03/2023;6;200000;200000;;;6,0742E+15;6,0742E+15;;;;
TFM/062/2021/SMDHC/CPM;Instituto Hera Artemisul / Casa da Mulher Paulistana;Entre Panos e Sonhos;Fomento;;3,39452E+13;01/10/2022;30/03/2023;6;250000;250000;;;6,0742E+15;6,0742E+15;;;;
TFM/063/2022/SMDHC/CPM;Instituto Hera Artemisul / Casa da Mulher Paulistana;Fios de Berenice;Fomento;;3,39452E+13;19/10/2022;18/10/2023;12;485000;485000;;;6,0742E+15;6,0742E+15;;;;
TFM/068/2022/SMDHC/CIDADESOLIDÁRIA;MEPSRSP: Movimento Estadual da População em Situação de Rua de São Paulo;Cozinha Escola Pop Rua;Fomento;;1,2644E+13;25/10/2022;24/05/2023;7;1000000;1000000;;;6,0742E+15;6,0742E+15;;;;
TFM/066/2022/SMDHC/CPM;Liga das Senhoras Católicas de São Paulo / Liga Solidária;Empoderamento e Empreendedorismo para Mulheres;Fomento;;6,0597E+13;01/11/2022;30/10/2023;12;250833,73;250833,72;;;6,0742E+15;6,0742E+15;;;;
TFM/067/2022/SMDHC/CPPSR;OAF: Organização Auxílio Fraterno;A Moradia para Homens em Situação de Rua: Processo de Perda e Novas Possibilidades de Acesso;Fomento;;6,09078E+13;01/11/2022;30/08/2023;10;115000;115000;;;6,0742E+15;6,0742E+15;;;;
TFM/069/2022/SMDHC/DEDH;Instituto de Educação e Direitos Humanos Paulo Freire;Participar para Transformar ;Fomento;;4,9506E+12;01/11/2022;30/04/2023;6;78600;78600;;;6,0742E+15;6,0742E+15;;;;
TFM/070/2022/SMDHC/CPJ;Associação Escola Comum - MF;Curso de Formação Cidadã e Política para Jovens Periféricos do Munícipio de São Paulo;Fomento;;3,31501E+13;01/11/2022;30/10/2023;12;100000;100000;;;6,0742E+15;6,0742E+15;;;;
TFM/071/2022/SMDHC/CPPSR;Clube de Mães do Brasil;Ação Para ProBanho;Fomento;;7,34909E+13;01/11/2022;30/04/2023;6;106020;106020;;;6,0742E+15;6,0742E+15;;;;
TFM/072/2022/SMDHC/CPM;Instituto Novo Tempo Mundial;Dignidade Menstrual é um Direito de Todas as Mulheres;Fomento;;1,17576E+13;01/11/2022;28/02/2023;4;150000;150000;;;6,0742E+15;6,0742E+15;;;;
TFM/073/2022/SMDHC/CPJ;Instituto Global Attitude;Manual de Modelo de Simulação das Nações Unidas (ONU) para Educadores e Jovens;Fomento;;1,5083E+13;01/11/2022;30/04/2023;6;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/077/2022/SMDHC/CPCA;AEB: Associação Evangélica Beneficente;AEB Criar e Tocar - 2ª Turma;Fomento;;6,17059E+13;10/11/2022;09/11/2023;12;235000;235000;;;6,0742E+15;6,0742E+15;;;;
TFM/074/2022/SMDHC/CPPI;AEB: Associação Evangélica Beneficente;Instituição de Longa Permanência para Pessoa Idosos - CECOM;Fomento;;6,17059E+13;10/11/2022;09/11/2023;12;100000;100000;;;6,0742E+15;6,0742E+15;;;;
TFM/075/2022/SMDHC/DEDH;Instituto Vladimir Herzog;Portal Memórias da Ditadura - Educação em Direitos Humanos ;Fomento;;1,11509E+13;01/12/2022;31/12/2023;13;300000;300000;;;6,0742E+15;6,0742E+15;;;;
TFM/076/2022/SMDHC/CPIPTD;CGGDH: Centro Gaspar Garcia de Direitos Humanos;Atuação Junto às Ocupações na Cidade de São Paulo com Presença de Imigrantes;Fomento;;5,99401E+13;01/12/2022;30/11/2023;12;100000;100000;;;6,0742E+15;6,0742E+15;;;;
TFM/084/2022/SMDHC/CPIPTD;DIEESE: Departamento Intersindical de Estatística e Estudos Socioeconômicos;Desenvolvimento de Estudos de Planejamento para Realização de Mapeamento de Trabalhadores Ambulantes no Munícipio de São Paulo;Fomento;;6,0965E+13;01/12/2022;30/07/2023;8;330000;330000;;;6,0742E+15;6,0742E+15;;;;
TFM/085/2022/SMDHC/CPPSR;Instituto Cultura e Artístico Luz do Faroeste;Você tem Fome de quê?;Fomento;;4,25659E+13;01/12/2022;31/05/2023;6;200000;200000;;;6,0742E+15;6,0742E+15;;;;
TFM/087/2022/SMDHC/CPM;CDHEP: Centro de Direitos Humanos e Educação Popular de Campo Limpo;Mulheres que Acessam a Justiça;Fomento;;6,15801E+13;01/12/2022;30/11/2023;12;30000;30000;;;6,0742E+15;6,0742E+15;;;;
TFM/090/2022/SMDHC/DEDH;Peabiru Trabalhos Comunitários e Ambientais;Assessoramento Técnico para Ocupações de Edifícios para Moradia no Centro de São Paulo, Visando a Implantação de Melhorias Habitacionais e Regularização de Serviços Essenciais de Fornecimento de Água e Energia;Fomento;;7,19289E+13;02/12/2022;01/06/2023;6;440000;440000;;;6,0742E+15;6,0742E+15;;;;
TFM/091/2022/SMDHC/CPPI;Associação UB - Unidos do Bem;Nutri Repouso;Fomento;;37 976829000134 ;05/12/2022;04/06/2023;6;250000;250000;;;6,0742E+15;6,0742E+15;;;;
TFM/088/2022/SMDHC/CPM;Grupo Shalom El Shadday;Empoderamento Feminino;Fomento;;4,84179E+12;08/12/2022;07/02/2023;2;60000;60000;;;6,0742E+15;6,0742E+15;;;;
TFM/094/2022/SMDHC/CPIR;Nix - Diversidade e Economia Social;Evento na Vila Itororó - Quituques e Batuques Diversidade;Fomento;;4,33218E+12;09/12/2022;08/01/2023;1;50000;50000;;;6,0742E+15;6,0742E+15;;;;
TFM/092/2022/SMDHC/CPM;HELP - Centro de Desenvolvimento Social e de Capacitação Humana;Caminhando com Elas;Fomento;;1,56996E+13;12/12/2022;11/06/2023;6;93540,39;93540,39;;;6,0742E+15;6,0742E+15;;;;
TFM/095/2022/SMDHC/CPJ;Instituto Movimento ao Esporte, Lazer e Cultura;Digital Awards BR - 7º Edição;Fomento;;1,07117E+13;13/12/2022;12/02/2023;2;400000;400000;;;6,0742E+15;6,0742E+15;;;;
TFM/089/2022/SMDHC/CPM;Casa Flores / Instituto Flores;Projeto Liberdades - Estudo para Desenvolvimento de Tecnologia Social Voltada à (Res)Socialização de Mulheres que Viveram e Experiência do Cárcere;Fomento;;8,89283E+12;13/12/2022;12/10/2023;10;96700;96700;;;6,0742E+15;6,0742E+15;;;;
TFM/104/2022/SMDHC/CPM;Instituto Céu Estrela Guia;Céu Pela Vida;Fomento;;2,34915E+13;15/12/2022;14/03/2023;3;100000;100000;;;6,0742E+15;6,0742E+15;;;;
TFM/098/2022/SMDHC/CPM;CEMIR: Centro da Mulher Imigrante e Refugiada;Empoderamento em Direitos Humanos com Mulheres Imigrantes na Cadeia Produtiva da Indústria da Moda;Fomento;;2,97456E+13;19/12/2022;18/06/2023;6;30000;30000;;;6,0742E+15;6,0742E+15;;;;
TFM/106/2022/SMDHC/CPLGBTI;Grupo Pela VIDDA: Valorização Integração e Dignidade do Doente de Aids de São Paulo;Saúde, Direitos e Diversidades;Fomento;;6,78363E+13;19/12/2022;18/04/2023;4;30000;30000;;;6,0742E+15;6,0742E+15;;;;
TFM/113/2022/SMDHC/CPLGBTI;Nix - Diversidade e Economia Social;Diálogos sobre Cidadania Trans;Fomento;;4,33218E+12;19/12/2022;18/05/2023;5;40000;40000;;;6,0742E+15;6,0742E+15;;;;
TFM/101/2022/SMDHC/CPLGBTI;ISPIS: Instituto Sincronicidade para a Interação Social;PoupaTrans - Retificação de Nome e Gênero;Fomento;;4,84537E+12;19/12/2022;18/09/2023;9;100000;100000;;;6,0742E+15;6,0742E+15;;;;
TFM/105/2022/SMDHC/CPIR;Associação Cultural Recreativa Esportiva Bloco do Beco;Escute as Mães - Parte II;Fomento;;6,04242E+12;19/12/2022;18/06/2023;6;55000;55000;;;6,0742E+15;6,0742E+15;;;;
TFM/107/2022/SMDHC/CPCA;Associação Cultural Recreativa Esportiva Bloco do Beco;Favela da Erundina, uma Comunidade Leitora - Mutirão de Alfabetização;Fomento;;6,04242E+12;19/12/2022;18/10/2023;10;75000;75000;;;6,0742E+15;6,0742E+15;;;;
TFM/100/2022/SMDHC/CPM;Instituto Inovação Sustentável;Formação para Mulheres;Fomento;;2,05875E+13;20/12/2022;19/08/2023;8;200000;200000;;;6,0742E+15;6,0742E+15;;;;
TFM/111/2022/SMDHC/CPM;CDHIC: Centro de Direitos Humanos e Cidadania do Imigrante;Empoderando Mulheres Imigrantes;Fomento;;1,12339E+13;20/12/2022;19/12/2023;12;250000;250000;;;6,0742E+15;6,0742E+15;;;;
